sentence_id,book,parution,start_pdf_page,end_pdf_page,text
69066,8,1968,2428,2428,— Est-ce qu’elle réalise bien la gravité de notre situation ?
69067,8,1968,2428,2428,Même en tenant compte des renforts de F’nor ?
69068,8,1968,2428,2428,"Enfin, s’ils sont en état de voler ?"
69069,8,1968,2428,2428,demanda R’gul d’un ton acide.
69070,8,1968,2428,2428,Vous ne devriez pas lui permettre de sortir du Weyr.
69071,8,1968,2428,2428,F’lar ignora cette remarque et se versa une coupe de vin.
69072,8,1968,2428,2428,— Vous m’avez dit un jour que les cinq Weyrs désertés de Pern appuyaient votre hypothèse suivant laquelle les Fils ne tomberaient plus.
69073,8,1968,2428,2428,"R’gul s’éclaircit la gorge, pensant que des excuses – même s’il les lui devait en tant que Chef du Weyr – ne seraient pas d’une grande efficacité contre les Fils."
69074,8,1968,2428,2428,"— Je dois reconnaître que cette théorie avait certains mérites, continua F’lar en remplissant une coupe pour R’gul."
69075,8,1968,2428,2428,Les cinq Weyrs étaient vides parce qu’
69076,8,1968,2428,2428,ils… ils étaient partis pour nous rejoindre.
69077,8,1968,2428,2428,"La coupe de R’gul s’arrêta à mi-chemin de sa bouche, et il se mit à regarder F’lar fixement."
69078,8,1968,2428,2428,Cet homme aussi était trop jeune pour supporter de telles responsabilités.
69079,8,1968,2428,2428,Mais… il semblait vraiment croire à ce qu’il disait.
69080,8,1968,2429,2429,"— Croyez-le ou non, R’gul"
69081,8,1968,2429,2429,"– et dans moins d’un jour d’ici, vous le croirez"
69082,8,1968,2429,2429,– les cinq Weyrs ne sont plus vides.
69083,8,1968,2429,2429,"Ils sont revenus, dans leurs Weyrs, à notre époque."
69084,8,1968,2429,2429,"Et, forts de mille huit cents dragons, ils se joindront à nous après-demain à Telgar, avec des lance-flammes et leur grande expérience des combats."
69085,8,1968,2429,2429,"Impassible, R’gul regarda un long moment ce pauvre homme."
69086,8,1968,2429,2429,"Il posa sa coupe avec précaution, et, tournant les talons, sortit du Weyr."
69087,8,1968,2429,2429,Il refusait de se voir ridiculiser ainsi.
69088,8,1968,2429,2429,Il fallait qu’il mette tout en œuvre pour reprendre le commandement demain s’ils devaient combattre les Fils après-demain.
69089,8,1968,2429,2429,"Le lendemain matin, quand il vit une escadrille de dragons bronze amenant à la conférence les Chefs des Weyrs et les chefs d’escadrille, R’gul alla se saouler tout seul dans son coin."
69090,8,1968,2429,2429,"Lessa salua ses amis puis, avec un beau sourire, sortit du Weyr, disant qu’elle devait nourrir Ramoth."
69091,8,1968,2429,2429,F’lar
69092,8,1968,2429,2429,"la suivit pensivement du regard,"
69093,8,1968,2429,2429,puis alla accueillir Robinton et Fandarel à qui il avait demandé d’assister à la réunion.
69094,8,1968,2429,2429,"Ni l’un ni l’autre ne parlèrent beaucoup, mais ils ne perdirent pas un mot des conversations."
69095,8,1968,2429,2429,"La grosse tête de Fandarel se tournait alternativement vers tous ceux qui parlaient, et de temps en temps, il battait des paupières."
69096,8,1968,2429,2429,"Robinton, un sourire perplexe aux lèvres, était absolument enchanté de la présence de ces visiteurs ancestraux."
69097,8,1968,2429,2429,"On dissuada rapidement F’lar de démissionner de son poste de Chef du Weyr de Benden, sous prétexte qu’il était trop inexpérimenté."
69098,8,1968,2429,2429,— Vous avez bien manœuvré à Nerat et à Keroon.
69099,8,1968,2429,2429,"Très bien, même, dit T’ron."
69100,8,1968,2429,2429,"— Vingt-huit hommes et dragons hors de combat, vous appelez ça bien manœuvrer ?"
69101,8,1968,2429,2429,"— Pour une première bataille, avec des dragons aussi inexpérimentés que s’ils sortaient de l’œuf ?"
69102,8,1968,2429,2429,"Non, mon ami, vous êtes arrivé à temps à Nerat, quel que soit le moyen employé (et T’ron eut un sourire malicieux), et c’est ce que doit faire tout chevalier-dragon."
69103,8,1968,2429,2429,"Non, c’était du bon travail."
69104,8,1968,2429,2429,Du très bon travail.
69105,8,1968,2429,2429,Les quatre autres Chefs de Weyrs saluèrent ce compliment d’un murmure de complète approbation.
69106,8,1968,2429,2429,"— Par contre, vos effectifs sont trop faibles, aussi vous prêterons-nous des chevaliers et des dragons jusqu’à ce que votre Weyr ait retrouvé toute sa puissance."
69107,8,1968,2429,2429,"Oh, les Reines aiment cette époque !"
69108,8,1968,2430,2430,"Et son sourire s’élargit, donnant à comprendre que les chevaliers-bronze l’aimaient, eux aussi."
69109,8,1968,2430,2430,"F’lar lui rendit son sourire, pensant que Ramoth devait être prête pour un autre vol nuptial, et que cette fois, Lessa…"
69110,8,1968,2430,2430,Oh !
69111,8,1968,2430,2430,sa docilité présente n’annonçait rien de bon.
69112,8,1968,2430,2430,Il faudrait qu’il la surveille de près.
69113,8,1968,2430,2430,"— Bon, disait T’ron, nous avons confié à l’Atelier de Fandarel tous les lance"
69114,8,1968,2430,2430,-
69115,8,1968,2430,2430,"flammes que nous avons apportés, de sorte que tous les hommes au sol seront armés demain."
69116,8,1968,2430,2430,"— Exact, et je vous remercie, grogna Fandarel."
69117,8,1968,2430,2430,— Nous allons en faire de nouveaux en un temps record et vous rendre bientôt les vôtres.
69118,8,1968,2430,2430,"— Et n’oubliez pas d’adapter votre appareil à agenothree pour les pulvérisations aériennes, intervint D’ram."
69119,8,1968,2430,2430,"— Il est bien entendu (et le regard de T’ron fit rapidement le tour de l’assemblée) que tous les Weyrs se retrouveront, à plein effectif, au-dessus de Telgar, trois heures après l’aube, pour suivre l’attaque des Fils jusqu’à Crom."
69120,8,1968,2430,2430,"À propos, F’lar, vos cartes, que Robinton m’a montrées, sont magnifiques."
69121,8,1968,2430,2430,"Nous, nous n’en avions pas."
69122,8,1968,2430,2430,"— Alors, comment saviez-vous à quel moment surviendraient les attaques ?"
69123,8,1968,2430,2430,T’ron haussa les épaules.
69124,8,1968,2430,2430,"— Elles étaient si régulières, même quand je n’étais encore qu’aspirant, qu’on savait pratiquement toujours quand elles allaient commencer."
69125,8,1968,2430,2430,"Mais avec les cartes, c’est beaucoup, beaucoup mieux."
69126,8,1968,2430,2430,"— Plus efficace, ajouta Fandarel d’un ton approbateur."
69127,8,1968,2430,2430,"— Après-demain, quand tous les Weyrs se retrouveront au-dessus de Telgar, nous pourrons demander tout ce dont nous avons besoin pour reconstituer les stocks de nos Weyrs, dit T’ron en souriant."
69128,8,1968,2430,2430,"Comme au bon vieux temps, on pourra pressurer les Seigneurs pour augmenter les dîmes."
69129,8,1968,2430,2430,Il se frotta les mains à cette idée.
69130,8,1968,2430,2430,— Comme au bon vieux temps.
69131,8,1968,2430,2430,"— Il y a aussi le Weyr Méridional, suggéra F’nor."
69132,8,1968,2430,2430,"Depuis notre retour, six Révolutions se sont écoulées là-bas, et nous y avons laissé des troupeaux."
69133,8,1968,2430,2430,"Ils se seront multipliés, et il y a aussi beaucoup de céréales et de fruits."
69134,8,1968,2430,2430,"— J’aimerais bien continuer cette expérience méridionale, remarqua F’lar avec un hochement de tête approbateur à l’adresse de F’nor."
69135,8,1968,2431,2431,"— Oui, et j’aimerais aussi que Kylara continue à y rester, s’il vous plaît, ajouta F’nor d’un ton pressant, les yeux brillants d’irritation."
69136,8,1968,2431,2431,"Ils discutèrent la possibilité d’envoyer immédiatement chercher des provisions pour les Weyrs nouvellement occupés, puis la conférence fut ajournée."
69137,8,1968,2431,2431,"— C’est quelque peu troublant, dit T’ron en buvant avec Robinton, de constater que le Weyr qu’on avait laissé parfaitement en ordre le jour précédent est devenu un taudis poussiéreux."
69138,8,1968,2431,2431,Il se mit à rire doucement.
69139,8,1968,2431,2431,— Les femmes des Cavernes
69140,8,1968,2431,2431,Inférieures étaient passablement retournées.
69141,8,1968,2431,2431,"— Mais on a nettoyé toutes les cuisines, répliqua F’nor avec indignation."
69142,8,1968,2431,2431,Une bonne nuit de repos dans sa propre époque avait presque effacé toute trace de fatigue.
69143,8,1968,2431,2431,T’ron s’éclaircit la gorge.
69144,8,1968,2431,2431,"— D’après Mardra, aucun homme n’est capable de nettoyer quoi que ce soit."
69145,8,1968,2431,2431,"— Croyez-vous que vous serez en état de voler demain, F’nor ?"
69146,8,1968,2431,2431,demanda F’lar avec sollicitude.
69147,8,1968,2431,2431,"Il était parfaitement conscient de la lassitude qui se lisait sur le visage de son demi-frère, malgré les améliorations survenues depuis la veille."
69148,8,1968,2431,2431,"Pourtant, ces Révolutions éprouvantes avaient été nécessaires, et l’arrivée de mille huit cents dragons venus du passé ne les avait pas rendues inutiles."
69149,8,1968,2431,2431,"Quand F’lar avait ordonné à F’nor de revenir à dix Révolutions en arrière pour élever les renforts dont ils avaient un si pressant besoin, le Chant des Questions ne leur était pas encore revenu en mémoire, et ils ne connaissaient pas la tapisserie."
69150,8,1968,2431,2431,"— Je ne manquerais pas cette bataille, même si je n’avais pas de dragon, déclara fermement F’nor."
69151,8,1968,2431,2431,"— Ce qui me rappelle, remarqua F’lar, que nous aurons besoin de Lessa à Telgar demain."
69152,8,1968,2431,2431,"Elle peut parler avec tous les dragons, vous savez, expliquat-il à T’ron et D’ram, presque avec l’air de s’excuser."
69153,8,1968,2431,2431,— Oh !
69154,8,1968,2431,2431,"nous le savons, l’assura T’ron."
69155,8,1968,2431,2431,Et Mardra ne s’en offense pas.
69156,8,1968,2431,2431,"Voyant l’air ahuri de F’lar, il ajouta :"
69157,8,1968,2431,2431,"— En tant que doyenne des Dames des Weyrs, Mardra, bien entendu, commande l’escadrille des Reines."
69158,8,1968,2431,2431,F’lar avait l’air de plus en plus ahuri.
69159,8,1968,2431,2431,— L’escadrille des Reines ?
69160,8,1968,2432,2432,— Certainement.
69161,8,1968,2432,2432,"Devant la surprise de F’lar, T’ron et D’ram échangèrent un regard interrogateur."
69162,8,1968,2432,2432,"— Vous n’empêcherez pas vos Reines de combattre, n’est-ce pas ?"
69163,8,1968,2432,2432,— Nos Reines ?
69164,8,1968,2432,2432,"Mais, T’ron, à Benden, nous n’avons eu qu’une seule Reine-dragon à la fois depuis tellement de générations que certains dénoncent comme pure hérésie la légende des Reines combattantes !"
69165,8,1968,2432,2432,T’ron avait l’air contrit.
69166,8,1968,2432,2432,"— Jusqu’à cet instant, je n’avais pas encore réalisé combien peu nombreux"
69167,8,1968,2432,2432,vous êtes.
69168,8,1968,2432,2432,Mais son enthousiasme l’emporta.
69169,8,1968,2432,2432,"— Quoi qu’il en soit, les Reines se rendent très utiles avec les lanceflammes."
69170,8,1968,2432,2432,Elles calcinent les Fils qui ont pu échapper aux chevaliers.
69171,8,1968,2432,2432,"Elles volent bas, sous les grandes formations."
69172,8,1968,2432,2432,C’est
69173,8,1968,2432,2432,pour cette raison
69174,8,1968,2432,2432,que D’ram manifeste tant d’intérêt pour les pulvérisations d’agenothree.
69175,8,1968,2432,2432,"Elles ne vont pas jusqu’à brûler les cheveux sur la tête des hommes au sol, si vous voyez ce que je veux dire, et elles sont bien préférables au-dessus des champs cultivés."
69176,8,1968,2432,2432,— Est-ce que vous voulez dire que vous permettez à vos Reines de voler contre les Fils ?
69177,8,1968,2432,2432,"F’lar ignora le fait que F’nor souriait, et T’ron aussi."
69178,8,1968,2432,2432,— Permettre ?
69179,8,1968,2432,2432,tonitrua D’ram.
69180,8,1968,2432,2432,Mais on ne peut pas les tenir.
69181,8,1968,2432,2432,Vous ne connaissez donc pas vos Ballades ?
69182,8,1968,2432,2432,— Le Vol de Moreta ?
69183,8,1968,2432,2432,— Exactement.
69184,8,1968,2432,2432,"F’nor éclata de rire à l’expression qui se peignit sur le visage de F’lar, qui repoussa d’un air irrité une boucle lui tombant dans les yeux."
69185,8,1968,2432,2432,"Puis, il eut un sourire penaud."
69186,8,1968,2432,2432,— Merci.
69187,8,1968,2432,2432,Vous me donnez une idée.
69188,8,1968,2432,2432,"Il raccompagna ses collègues Chefs des Weyrs jusqu’à leurs dragons, dit joyeusement au revoir à Robinton et Fandarel, le cœur plus léger qu’il ne l’aurait cru à la veille de la seconde bataille."
69189,8,1968,2432,2432,Puis il demanda à Mnementh où Lessa pouvait bien être.
69190,8,1968,2432,2432,"Au bain, répliqua le dragon bronze."
69191,8,1968,2432,2432,F’lar jeta un coup d’œil dans le Weyr vide de la Reine.
69192,8,1968,2432,2432,"Oh, Ramoth, elle est sur le Pic, comme d’habitude."
69193,8,1968,2432,2432,Mnementh avait l’air ulcéré.
69194,8,1968,2433,2435,"Soudain, les clapotements cessèrent dans la salle de bains, et F’lar commanda du klah chaud."
69195,8,1968,2433,2435,Il se réjouissait à l’avance de l’entrevue.
69196,8,1968,2433,2435,"— Alors, la réunion s’est bien passée ?"
69197,8,1968,2433,2435,"s’enquit Lessa avec douceur en émergeant de la salle de bains, une serviette drapée autour de son corps frêle."
69198,8,1968,2433,2435,— Très bien.
69199,8,1968,2433,2435,"Naturellement, Lessa, vous réalisez qu’on aura besoin de vous à Telgar ?"
69200,8,1968,2433,2435,Elle le regarda d’un œil pénétrant avant de se remettre à sourire.
69201,8,1968,2433,2435,"— Je suis la seule Dame du Weyr qui puisse parler à tous les dragons, répliqua-t-elle d’un air espiègle."
69202,8,1968,2433,2435,"— C’est vrai, répondit F’lar avec entrain."
69203,8,1968,2433,2435,"Et aussi, vous n’êtes plus la seule à chevaucher une Reine à Benden…"
69204,8,1968,2433,2435,— Je vous déteste !
69205,8,1968,2433,2435,"s’exclama Lessa, impuissante à échapper à l’étreinte de F’lar qui serrait étroitement contre lui son corps emmailloté de la serviette."
69206,8,1968,2433,2435,— Même si je vous dis que Fandarel vous réserve un lance
69207,8,1968,2433,2435,-flammes
69208,8,1968,2433,2435,pour que vous puissiez vous joindre à l’escadrille des Reines ?
69209,8,1968,2433,2435,"Elle cessa de se tortiller dans ses bras et le regarda fixement, déconcertée qu’il l’eût devinée."
69210,8,1968,2433,2435,"— Et même si je vous dis que l’on installera Kylara dans le sud, en tant que Dame du Weyr… dans notre propre temps ?"
69211,8,1968,2433,2435,"En ma qualité de chef du Weyr, j’ai besoin de calme et de tranquillité entre les batailles… La serviette se détacha de son corps et tomba à terre comme elle répondait à son baiser avec autant d’ardeur que si leur étreinte avait été provoquée par celle des dragons."
